,Country_Name,Country_Code,Year,Region,Income_Group,Indicator_Name,Value
795,Brazil,BRA,1997,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,101049006000.00002
796,Indonesia,IDN,2004,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,113608087999.99995
797,Mexico,MEX,2010,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,158151650000.00046
798,Italy,ITA,2010,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,147015175000.00003
799,Italy,ITA,2002,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,157768286999.99988
800,"Korea, Rep.",KOR,1999,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,144524625000.00015
801,"Iran, Islamic Rep.",IRN,2005,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,170751406999.99982
802,Italy,ITA,2001,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,157302710999.99988
803,Italy,ITA,2000,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,157336131999.9997
804,"Korea, Rep.",KOR,1997,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,149936297000.0001
805,Brazil,BRA,1996,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,95465071000.00027
806,Italy,ITA,2009,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,143907009999.99988
807,Italy,ITA,1999,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,154586734000.0001
808,Italy,ITA,2011,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,141857886999.99988
809,Mexico,MEX,2004,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,148350424999.99976
810,Ukraine,UKR,1994,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,146121338000.0
811,Italy,ITA,1998,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,152978952999.99988
812,Indonesia,IDN,2003,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,103464928000.00002
813,Mexico,MEX,2003,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,146948364000.00024
814,Indonesia,IDN,2002,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,103349116999.99991
815,Ukraine,UKR,1995,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,144083503999.99997
816,Italy,ITA,2012,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,132599680999.99982
817,Italy,ITA,1997,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,149065306000.00027
818,Brazil,BRA,1995,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,87971016999.99995
819,Indonesia,IDN,2001,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,97908778999.99998
820,Italy,ITA,1995,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,148028792999.99982
821,Italy,ITA,1996,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,147248173999.99985
822,"Korea, Rep.",KOR,1996,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,136942945000.0
823,"Korea, Rep.",KOR,1998,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,131562284999.99992
824,Mexico,MEX,2002,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,138146115999.99982
825,Brazil,BRA,1994,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,82969814000.00008
826,Indonesia,IDN,2000,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,96432334999.99998
827,"Iran, Islamic Rep.",IRN,2004,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,154547183000.00006
828,Italy,ITA,2013,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,124242038000.00012
829,Mexico,MEX,2001,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,137091104000.00035
830,Italy,ITA,1991,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,139495871000.00003
831,Mexico,MEX,2000,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,130869980000.0004
832,Ukraine,UKR,1996,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,128159645999.99991
833,Mexico,MEX,1999,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,130541606000.00018
834,Italy,ITA,1992,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,138154598000.00012
835,Italy,ITA,1993,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,136969868999.99973
836,Brazil,BRA,1993,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,78809771999.99988
837,South Africa,ZAF,2014,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,127604376000.00008
838,South Africa,ZAF,2008,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,129452568999.99982
839,Italy,ITA,2014,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,115344755000.00012
840,Italy,ITA,1994,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,134972160000.00005
841,Italy,ITA,1990,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,136939429000.00005
842,Mexico,MEX,1998,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,126976982000.00005
843,"Korea, Rep.",KOR,1995,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,126057572000.00012
844,Ukraine,UKR,2003,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,122626328999.99992
845,Brazil,BRA,1992,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,76048684000.00008
846,South Africa,ZAF,2009,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,126222505000.00026
847,Ukraine,UKR,2004,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,120201724999.99992
848,Spain,ESP,2007,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,119640699999.99988
849,Indonesia,IDN,1999,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,89340982000.00006
850,Ukraine,UKR,1997,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,121518490999.99985
851,Ukraine,UKR,2005,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,118986100999.99998
852,Brazil,BRA,1991,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,74221608999.99995
853,"Iran, Islamic Rep.",IRN,2003,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,141563851999.99988
854,Spain,ESP,2005,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,118467571000.00002
855,Spain,ESP,2006,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,117005729000.00009
856,South Africa,ZAF,2010,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,123996779999.99998
857,Mexico,MEX,1997,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,122819347999.99973
858,South Africa,ZAF,2011,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,122967545999.99986
859,Brazil,BRA,1990,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,71808152000.00005
860,Indonesia,IDN,1997,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,86959141999.99995
861,South Africa,ZAF,2013,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,120979722000.00009
862,Ukraine,UKR,2007,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,113410348000.00005
863,South Africa,ZAF,2012,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,121409911999.99992
864,Spain,ESP,2008,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,113773014000.00005
865,Spain,ESP,2004,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,113748694000.00002
866,"Iran, Islamic Rep.",IRN,2002,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,137235924000.00041
867,Ukraine,UKR,2006,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,112618756000.00002
868,Indonesia,IDN,1998,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,83164657999.99995
869,South Africa,ZAF,2007,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,119591849000.00015
870,Mexico,MEX,1994,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,120065145000.00027
871,Ukraine,UKR,1998,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,114371300000.00015
872,Ukraine,UKR,2002,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,114296786000.00009
873,Indonesia,IDN,1996,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,83403339000.0
874,Ukraine,UKR,1999,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,114938569000.00002
875,Mexico,MEX,1996,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,116157079000.00026
876,Ukraine,UKR,2008,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,108859013000.00009
877,Ukraine,UKR,2001,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,113120150999.99986
878,Ukraine,UKR,2000,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,112628460999.99986
879,"Iran, Islamic Rep.",IRN,2001,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,132919471000.00009
880,Spain,ESP,2003,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,107653019999.99979
881,Mexico,MEX,1993,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,115789551000.00034
882,Ukraine,UKR,2010,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,106543729999.99982
883,"Korea, Rep.",KOR,1994,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,115871271000.00018
884,Mexico,MEX,1995,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,113575822999.99959
885,Mexico,MEX,1992,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,113846404000.00034
886,Indonesia,IDN,1995,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,79284453000.0
887,Mexico,MEX,1991,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,113495787999.99979
888,Spain,ESP,2002,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,104891897999.99986
889,South Africa,ZAF,2004,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,111751730999.99979
890,Australia,AUS,2011,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,121188897000.0
891,South Africa,ZAF,2005,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,111779162000.00012
892,Spain,ESP,2009,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,101913252000.00002
893,Spain,ESP,2010,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,97094681000.00015
894,Australia,AUS,2010,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,120516644000.00006
895,South Africa,ZAF,2006,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,110916234000.00005
896,Australia,AUS,2009,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,121458917000.00005
897,Australia,AUS,2012,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,119618697000.00005
898,Australia,AUS,2008,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,119585205000.00005
899,Ukraine,UKR,2011,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,100680980999.99986
900,Australia,AUS,2013,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,118515999999.99998
901,"Iran, Islamic Rep.",IRN,1999,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,125686842999.99986
902,Spain,ESP,2011,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,96178283000.0
903,Spain,ESP,2012,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,94142213999.99979
904,Australia,AUS,2014,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,116953295000.00006
905,Spain,ESP,2001,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,99843064000.00015
906,"Korea, Rep.",KOR,1993,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,108108133999.99991
907,Mexico,MEX,1990,Latin America & Caribbean,Upper middle income,Net Energy Use from Fossil Fuels,108039358999.99977
908,"Iran, Islamic Rep.",IRN,2000,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,122610440999.99977
909,Ukraine,UKR,2012,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,97099974999.99995
910,Australia,AUS,2007,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,115248413000.00005
911,Spain,ESP,2000,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,98258672999.99988
912,Indonesia,IDN,1994,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,68180485999.99998
913,Indonesia,IDN,1993,East Asia & Pacific,Lower middle income,Net Energy Use from Fossil Fuels,69992835000.00005
914,Australia,AUS,2006,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,111415778999.99994
915,South Africa,ZAF,2003,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,101210261000.00018
916,Spain,ESP,2013,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,84968144999.99995
917,Spain,ESP,1999,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,94120492999.99995
918,Ukraine,UKR,2013,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,90858667999.99998
919,Spain,ESP,2014,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,81945123999.99988
920,Ukraine,UKR,2009,Europe & Central Asia,Lower middle income,Net Energy Use from Fossil Fuels,90450066999.99992
921,Australia,AUS,2005,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,106914683999.99991
922,Australia,AUS,2004,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,105991320999.99994
923,South Africa,ZAF,2001,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,96089777000.00021
924,"Iran, Islamic Rep.",IRN,1998,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,110517941999.99973
925,"Korea, Rep.",KOR,1992,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,95159574999.99994
926,Spain,ESP,1998,Europe & Central Asia,High income,Net Energy Use from Fossil Fuels,88166445000.00015
927,Australia,AUS,2003,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,104018960999.99988
928,South Africa,ZAF,2002,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,93413733999.99995
929,Australia,AUS,2002,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,104953031999.99991
930,South Africa,ZAF,1999,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,92495406999.99979
931,"Iran, Islamic Rep.",IRN,1997,Middle East & North Africa,Lower middle income,Net Energy Use from Fossil Fuels,108461240999.99974
932,South Africa,ZAF,2000,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,91860183000.00012
933,South Africa,ZAF,1997,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,92268367999.99995
934,Australia,AUS,2000,East Asia & Pacific,High income,Net Energy Use from Fossil Fuels,96564443000.0
935,South Africa,ZAF,1998,Sub-Saharan Africa,Upper middle income,Net Energy Use from Fossil Fuels,91179580999.99985
